kennel,animalid,jurisdiction,intype,insubtype,indate,surreason,outtype,outsubtype,outdate,animaltype,sex,bites,petsize,color,breed,sourcezipcode,ObjectId
203,A380633,40203,STRAY,OTC,2023-11-01 00:00:00,STRAY,RTO,IN KENNEL,2023-11-06 00:00:00,DOG,M,Y,PUPPY,BLACK / WHITE,PIT BULL / MIX,40208,140
407,A380633,40203,STRAY,OTC,2024-01-29 00:00:00,STRAY,RTO,IN KENNEL,2024-01-31 00:00:00,DOG,M,Y,PUPPY,BLACK / WHITE,PIT BULL / MIX,40245,141
K102,A350740,40214,STRAY,OTC,2023-12-02 00:00:00,STRAY,RTO,IN KENNEL,2023-12-04 00:00:00,DOG,N,N,MED,BROWN,PARSON RUSS TER / MIX,40258,142
407,A458114,40216,STRAY,OTC,2021-10-14 00:00:00,STRAY,RTO,,2021-10-15 00:00:00,DOG,N,N,LARGE,BLACK,LABRADOR RETR / MIX,40216,143
804,A533301,40203,STRAY,OTC,2022-09-08 00:00:00,STRAY,RTO,IN KENNEL,2022-09-09 00:00:00,DOG,N,N,MED,BLACK / BROWN,GERM SHEPHERD / AUST CATTLE DOG,40208,144
608,A688214,40211,CONFISCATE,BITE,2021-01-17 00:00:00,AGG PEOPLE,EUTH,AGRESSION,2021-01-25 00:00:00,DOG,F,Y,MED,BROWN / WHITE,PIT BULL,40218,145
ID06,A688289,40210,STRAY,OTC,2022-11-17 00:00:00,STRAY,RTO,IN KENNEL,2022-11-22 00:00:00,DOG,N,N,MED,BLACK / BROWN,BEAGLE / MIX,40208,146
ID01,A688290,40210,STRAY,OTC,2022-11-17 00:00:00,STRAY,RTO,IN KENNEL,2022-11-22 00:00:00,DOG,S,N,MED,TAN,BEAGLE / MIX,40208,147
DW12,A688326,40291,STRAY,OTC,2021-01-21 00:00:00,STRAY,RTO,IN KENNEL,2021-01-23 00:00:00,DOG,N,Y,LARGE,BROWN,PIT BULL,40291,148
N38,A688331,40211,STRAY,OTC,2021-01-21 00:00:00,STRAY,ADOPTION,WALK IN,2021-01-26 00:00:00,CAT,S,N,KITTN,BRN TABBY,DOMESTIC SH,40211,149
INTAKE,A688412,40210,STRAY,OTC,2021-02-02 00:00:00,STRAY,TNR,CARETAKER,2021-02-03 00:00:00,CAT,S,N,MED,TORTIE / MUTED,DOMESTIC SH,47122,150
INTAKE,A688414,40210,STRAY,OTC,2021-02-02 00:00:00,STRAY,TNR,CARETAKER,2021-02-03 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,47122,151
INTAKE,A688435,40218,STRAY,OTC,2021-02-03 00:00:00,STRAY,TNR,CARETAKER,2021-02-04 00:00:00,CAT,S,N,MED,BLACK,DOMESTIC SH,40218,152
301,A688589,40229,STRAY,OTC,2021-01-24 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-02-13 00:00:00,DOG,N,N,SMALL,BROWN / TAN,BEAGLE,40208,153
LOST,A688766,,LOST,WEB,2021-01-30 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,DOMESTIC SH,40207,154
804,A688823,40228,STRAY,OTC,2021-02-02 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-02-13 00:00:00,DOG,N,N,MED,TRICOLOR,BEAGLE,40228,155
FOSTER,A688869,40219,STRAY,FIELD,2021-02-03 00:00:00,STRAY,FOSTER,MEDICAL,2021-02-03 00:00:00,DOG,F,N,MED,TAN / WHITE,BOXER,40218,156
ACO UNIT,A675490,40216,STRAY,FIELD,2021-09-09 00:00:00,STRAY,RTO,IN FIELD,2021-09-09 00:00:00,DOG,S,Y,MED,BLUE / WHITE,PIT BULL,40218,157
902,A690233,40218,STRAY,OTC,2021-03-17 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-04-11 00:00:00,DOG,N,N,LARGE,BLACK,GERM SHEPHERD / MIX,40243,158
DW17,A690311,40216,STRAY,FIELD,2021-03-19 00:00:00,STRAY,RTO,IN KENNEL,2021-03-25 00:00:00,DOG,N,N,MED,WHITE / TRICOLOR,SHIH TZU / ALASKAN HUSKY,40218,159
LOST,A690331,,LOST,WEB,2021-03-20 00:00:00,,,,,CAT,F,,MED,UNKNOWN,DOMESTIC MH,40242,160
FOSTER,A690392,40258,STRAY,OTC,2021-03-22 00:00:00,STRAY,FOSTER,CONTAG DIS,2021-03-22 00:00:00,DOG,F,N,PUPPY,BLACK / WHITE,BOXER / MIX,40258,161
N38,A690458,40218,STRAY,OTC,2021-03-24 00:00:00,STRAY,ADOPTION,PRV ADOPT,2021-03-27 00:00:00,CAT,S,N,MED,BROWN,DOMESTIC SH,40218,162
N02,A690471,40206,RETURN,ADOPTION,2021-04-16 00:00:00,OTHER PET,ADOPTION,WALK IN,2021-06-01 00:00:00,DOG,N,N,MED,TAN,LABRADOR RETR / MIX,40206,163
N01,A690471,40291,RETURN,ADOPTION,2021-06-28 00:00:00,CHASES ANI,ADOPTION,INTERNET,2021-06-28 00:00:00,DOG,N,N,MED,TAN,LABRADOR RETR / MIX,47129,164
LOST,A690524,,LOST,WEB,2021-03-12 00:00:00,,,,,CAT,M,,LARGE,UNKNOWN,DOMESTIC SH,40205,165
FOSTER,A690549,40215,STRAY,OTC,2021-03-26 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-03-27 00:00:00,CAT,S,N,KITTN,BLACK,DOMESTIC SH,40212,166
LOST,A690558,,LOST,WEB,2021-03-26 00:00:00,,,,,DOG,M,,LARGE,UNKNOWN,PIT BULL,40216,167
412,A690563,40207,RETURN,ADOPTION,2021-12-27 00:00:00,HYPER,TRANSFER,RESCUE GRP,2022-01-06 00:00:00,DOG,S,N,LARGE,WHITE / BLACK,STAFFORDSHIRE / MIX,40220,168
TNR/SNR,A690651,40245,STRAY,OTC,2021-03-29 00:00:00,STRAY,SNR,,2021-03-31 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC LH,40245,169
C111,A690682,40245,STRAY,OTC,2021-03-30 00:00:00,STRAY,EUTH,INHUMANE,2021-04-03 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,40299,170
INTAKE,A690869,40216,STRAY,OTC,2022-01-19 00:00:00,STRAY,RTO,IN KENNEL,2022-01-19 00:00:00,DOG,N,N,LARGE,GRAY / WHITE,PIT BULL / MIX,40216,171
N29,A690902,40209,STRAY,FIELD,2021-04-04 00:00:00,ABANDON,ADOPTION,INTERNET,2021-04-21 00:00:00,DOG,N,N,SMALL,BLACK,CHIHUAHUA LH / MIX,40208,172
604,A691049,40214,STRAY,FIELD,2021-04-07 00:00:00,STRAY,RTO,IN KENNEL,2021-04-11 00:00:00,DOG,M,N,MED,RED,PIT BULL,40208,173
DW04,A603338,40214,CONFISCATE,OWNER DIED,2024-01-25 00:00:00,STRAY,EUTH,MEDICAL,2024-01-30 00:00:00,DOG,N,N,MED,WHITE / BLACK,BEAGLE,40202,174
209,A622707,40215,STRAY,OTC,2022-01-21 00:00:00,STRAY,RTO,IN KENNEL,2022-01-21 00:00:00,DOG,S,N,LARGE,BLUE / WHITE,PIT BULL,40215,175
FOSTER,A692283,40215,STRAY,OTC,2021-05-10 00:00:00,ABANDON,FOSTER,,2021-05-18 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40291,176
TNR/SNR,A692367,40228,STRAY,OTC,2021-05-12 00:00:00,STRAY,SNR,,2021-05-14 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40165,177
TNR/SNR,A692369,40228,STRAY,OTC,2021-05-12 00:00:00,STRAY,SNR,,2021-05-14 00:00:00,CAT,N,N,MED,BLACK / WHITE,DOMESTIC SH,40165,178
FOSTER,A692375,40228,STRAY,OTC,2021-05-12 00:00:00,STRAY,FOSTER,,2021-05-20 00:00:00,CAT,S,N,MED,BRN TABBY,DOMESTIC SH,40165,179
K106,A692428,40211,STRAY,FIELD,2021-05-13 00:00:00,STRAY,RTO,IN KENNEL,2021-05-15 00:00:00,DOG,M,N,SMALL,BLACK / WHITE,YORKSHIRE TERR / MIX,40211,180
N15,A692622,40211,STRAY,FIELD,2021-05-18 00:00:00,STRAY,ADOPTION,INTERNET,2021-07-08 00:00:00,DOG,S,N,LARGE,TAN / WHITE,PIT BULL,40218,181
LOST,A692734,,LOST,WEB,2021-05-17 00:00:00,,,,,CAT,M,,SMALL,UNKNOWN,AMER SH,40218,182
N33,A692749,40272,STRAY,FIELD,2021-05-21 00:00:00,STRAY,ADOPTION,WALK IN,2021-06-03 00:00:00,DOG,S,N,PUPPY,BR BRINDLE,BOXER / MIX,40218,183
N41,A473821,40213,CONFISCATE,ABANDONED,2022-04-14 00:00:00,UNKNOWN,ADOPTION,WALK IN,2022-04-23 00:00:00,CAT,S,N,SMALL,GRAY / WHITE,DOMESTIC SH,40218,184
FOSTER,A376038,40219,STRAY,OTC,2023-07-06 00:00:00,STRAY,TRANSFER,KHS,2023-07-19 00:00:00,DOG,N,N,SMALL,TRICOLOR,JACK RUSS TER,40219,185
K110,A447277,40214,RETURN,ADOPTION,2025-08-04 00:00:00,AGG ANIMAL,ADOPTION,WALK IN,2025-08-04 00:00:00,DOG,S,N,MED,GRAY,POODLE MIN / SHIH TZU,40214,186
ACO UNIT,A242760,40214,STRAY,FIELD,2021-06-26 00:00:00,STRAY,RTO,IN KENNEL,2021-06-26 00:00:00,DOG,N,N,MED,BLACK / GRAY,SCHNAUZER MIN,40214,187
N44,A574982,40214,OWNER SUR,RETURN 30,2022-05-17 00:00:00,OTHER PET,ADOPTION,WALK IN,2022-05-20 00:00:00,CAT,S,N,SMALL,ORG TABBY / WHITE,DOMESTIC SH,40214,188
FOSTER,A442870,40203,STRAY,OTC,2024-10-05 00:00:00,STRAY,FOSTER,STRAY,2024-10-10 00:00:00,DOG,N,N,SMALL,WHITE / TRICOLOR,RAT TERRIER / MIX,40229,189
FOSTER,A442870,40229,FOSTER,RETURN,2025-01-14 00:00:00,FOSTER RET,ADOPTION,FOSTER,2025-01-14 00:00:00,DOG,N,N,SMALL,WHITE / TRICOLOR,RAT TERRIER / MIX,40229,190
ACO UNIT,A688203,40216,STRAY,FIELD,2021-01-16 00:00:00,STRAY,RTO,IN FIELD,2021-01-17 00:00:00,DOG,F,N,MED,BLACK / WHITE,PIT BULL,40215,191
N06,A688231,40229,STRAY,OTC,2021-01-18 00:00:00,STRAY,ADOPTION,INTERNET,2021-04-23 00:00:00,DOG,N,N,LARGE,BLACK / WHITE,PIT BULL,40228,192
N01,A688263,40211,STRAY,OTC,2021-01-19 00:00:00,STRAY,ADOPTION,INTERNET,2021-01-27 00:00:00,DOG,S,N,PUPPY,BR BRINDLE,CANE CORSO / LABRADOR RETR,40222,193
INTAKE,A688420,40212,STRAY,OTC,2021-02-03 00:00:00,STRAY,TNR,CARETAKER,2021-02-04 00:00:00,CAT,N,N,MED,GRAY,DOMESTIC SH,40212,194
INTAKE,A688463,40272,STRAY,OTC,2021-02-09 00:00:00,STRAY,TNR,CARETAKER,2021-02-10 00:00:00,CAT,S,N,MED,BLK TABBY,DOMESTIC SH,40272,195
INTAKE,A688491,40299,STRAY,OTC,2021-02-10 00:00:00,STRAY,TNR,CARETAKER,2021-02-17 00:00:00,CAT,N,N,MED,BLACK,DOMESTIC SH,40299,196
INTAKE,A688503,40241,STRAY,OTC,2021-02-11 00:00:00,STRAY,TNR,CARETAKER,2021-02-12 00:00:00,CAT,N,N,MED,GRAY,DOMESTIC SH,40241,197
LOST,A688610,,LOST,WEB,2021-01-23 00:00:00,,,,,CAT,M,,MED,UNKNOWN,AMER SH,40165,198
C135,A688714,40299,STRAY,OTC,2021-03-29 00:00:00,STRAY,ADOPTION,WALK IN,2021-04-10 00:00:00,CAT,S,N,MED,BRN TABBY,DOMESTIC SH,40299,199
C102,A688734,40220,STRAY,OTC,2021-01-30 00:00:00,STRAY,TRANSFER,KHS,2021-02-02 00:00:00,CAT,S,N,LARGE,BRN TABBY / TORTIE,DOMESTIC SH,40220,200
TNR/SNR,A688926,40211,STRAY,OTC,2021-02-05 00:00:00,STRAY,SNR,,2021-02-10 00:00:00,CAT,N,N,LARGE,ORG TABBY,DOMESTIC SH,40211,201
N31,A688943,40219,STRAY,OTC,2021-02-05 00:00:00,STRAY,ADOPTION,WALK IN,2021-02-13 00:00:00,DOG,N,N,MED,BRN MERLE,PIT BULL / MIX,40213,202
C106,A546353,40216,CONFISCATE,OWNER DIED,2023-01-20 00:00:00,OWNER DIED,RTO,IN KENNEL,2023-01-23 00:00:00,CAT,N,N,SMALL,BRN TABBY,DOMESTIC LH,40229,203
FOLLOWUP,A546382,40219,STRAY,OTC,2022-02-20 00:00:00,STRAY,RTO,IN KENNEL,2022-02-21 00:00:00,DOG,N,N,MED,BR BRINDLE,BOXER / MIX,40219,204
FREEZER,A637543,40220,STRAY,FIELD,2025-01-22 00:00:00,DOA,,,,DOG,N,N,MED,BLACK,DUTCH SHEPHERD,40218,205
C123,A656389,40229,STRAY,OTC,2022-06-22 00:00:00,STRAY,EUTH,FELV,2022-07-16 00:00:00,CAT,S,N,SMALL,BLACK,DOMESTIC SH,40229,206
FOSTER,A675111,40218,STRAY,OTC,2023-02-27 00:00:00,STRAY,FOSTER,VACATION,2023-03-14 00:00:00,DOG,S,N,MED,WHITE / BROWN,LABRADOR RETR / MIX,40216,207
DW16,A690235,40218,STRAY,OTC,2021-03-17 00:00:00,STRAY,ADOPTION,THIRDPARTY,2021-03-23 00:00:00,DOG,N,N,MED,TRICOLOR,AUST CATTLE DOG,40208,208
910,A690468,40299,RETURN,ADOPTION,2021-04-06 00:00:00,RESPONSIBL,TRANSFER,RESCUE GRP,2021-04-24 00:00:00,DOG,N,N,PUPPY,BR BRINDLE,BOXER,40299,209
N02,A690471,40210,STRAY,OTC,2021-03-24 00:00:00,STRAY,ADOPTION,INTERNET,2021-04-01 00:00:00,DOG,N,N,MED,TAN,LABRADOR RETR / MIX,40210,210
NF2,A690549,40215,FOSTER,RETURN,2021-05-28 00:00:00,STRAY,ADOPTION,WALK IN,2021-05-28 00:00:00,CAT,S,N,KITTN,BLACK,DOMESTIC SH,40205,211
N19,A690563,40219,STRAY,OTC,2021-03-27 00:00:00,STRAY,ADOPTION,WALK IN,2021-04-03 00:00:00,DOG,S,N,LARGE,WHITE / BLACK,STAFFORDSHIRE / MIX,40213,212
TNR/SNR,A690586,40214,STRAY,OTC,2021-08-20 00:00:00,STRAY,RTF,,2021-08-23 00:00:00,CAT,N,N,LARGE,ORANGE / WHITE,DOMESTIC SH,40214,213
C102,A690586,40214,STRAY,OTC,2021-03-28 00:00:00,STRAY,SNR,,2021-04-08 00:00:00,CAT,N,N,LARGE,ORANGE / WHITE,DOMESTIC SH,40214,214
306,A690588,40118,STRAY,OTC,2021-03-28 00:00:00,STRAY,TRANSPORT,RESCUE GRP,2021-04-10 00:00:00,DOG,N,N,LARGE,WHITE / BLACK,PLOTT HOUND / MIX,40204,215
C122,A690808,40299,STRAY,OTC,2021-04-01 00:00:00,ABANDON,RTO,IN KENNEL,2021-04-02 00:00:00,CAT,N,N,SMALL,ORG TABBY,DOMESTIC SH,40205,216
FOUND,A690814,,FOUND,WEB,2021-03-28 00:00:00,,,,,DOG,F,,SMALL,BLACK / WHITE,BOSTON TERRIER,40204,217
N05,A690869,40241,STRAY,OTC,2021-04-03 00:00:00,STRAY,ADOPTION,WALK IN,2021-04-13 00:00:00,DOG,N,N,LARGE,GRAY / WHITE,PIT BULL / MIX,40031,218
LOST,A691052,,LOST,WEB,2021-04-06 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,DOMESTIC SH,40222,219
FOSTER,A691109,40210,OWNER SUR,OTC,2021-04-09 00:00:00,LANDLORD,FOSTER,,2021-04-09 00:00:00,CAT,S,N,LARGE,BRN TABBY,DOMESTIC SH,40210,220
N05,A676439,40272,OWNER SUR,RETURN 30,2021-08-23 00:00:00,CHILD PROB,ADOPTION,WALK IN,2021-09-02 00:00:00,DOG,S,N,LARGE,TAN,ROTTWEILER / MIX,40214,221
NF2,A692283,40218,FOSTER,RETURN,2021-06-06 00:00:00,ABANDON,ADOPTION,PRV ADOPT,2021-06-06 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40218,222
FOSTER,A692412,40242,STRAY,OTC,2021-05-13 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-05-16 00:00:00,RABBIT,U,N,LARGE,WHITE / BROWN,CALIFORNIAN,47111,223
LOST,A692684,,LOST,WEB,2021-05-19 00:00:00,,,,,CAT,F,,MED,UNKNOWN,DOMESTIC SH,40206,224
CW03,A692839,40214,STRAY,OTC,2021-05-24 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-05-28 00:00:00,CAT,M,N,KITTN,ORG TABBY,DOMESTIC SH,40214,225
NF2,A692916,40211,FOSTER,RETURN,2021-08-06 00:00:00,FOSTER RET,ADOPTION,WALK IN,2021-08-10 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC SH,40207,226
NF2,A692918,40211,FOSTER,RETURN,2021-08-06 00:00:00,FOSTER RET,ADOPTION,INTERNET,2021-08-07 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC SH,40207,227
C137,A693007,40229,STRAY,OTC,2021-05-28 00:00:00,STRAY,SNR,,2021-06-28 00:00:00,CAT,N,Y,LARGE,ORANGE / WHITE,DOMESTIC SH,40229,228
INTAKE,A388513,40218,OWNER SUR,EUTH REQ,2022-06-29 00:00:00,PETMEDICAL,EUTH,REQUESTED,2022-06-29 00:00:00,DOG,N,N,MED,BLACK / WHITE,BORDER COLLIE,40218,229
708,A512309,40217,CONFISCATE,ABANDONED,2021-12-20 00:00:00,ABANDON,EUTH,BEHAV OBSV,2021-12-29 00:00:00,DOG,S,Y,LARGE,TAN,GERM SHEPHERD / MIX,40218,230
FOSTER,A412317,40214,CONFISCATE,NEGLECT,2021-08-18 00:00:00,CRUELTY,FOSTER,MEDICAL,2021-08-21 00:00:00,DOG,N,N,LARGE,BLACK,LABRADOR RETR / MIX,40218,231
FOLLOWUP,A432295,40220,STRAY,FIELD,2021-08-25 00:00:00,STRAY,RTO,IN KENNEL,2021-08-26 00:00:00,DOG,N,N,LARGE,WHITE / BLACK,PIT BULL,40219,232
401,A432295,40299,STRAY,OTC,2021-02-04 00:00:00,STRAY,RTO,IN KENNEL,2021-02-05 00:00:00,DOG,N,N,LARGE,WHITE / BLACK,PIT BULL,40299,233
N31,A640859,40211,STRAY,OTC,2021-06-17 00:00:00,STRAY,ADOPTION,THIRDPARTY,2021-06-26 00:00:00,DOG,N,N,SMALL,SILVER,SCHNAUZER MIN,40210,234
708,A640859,40210,OWNER SUR,RETURN 30,2021-09-23 00:00:00,AGG ANIMAL,TRANSPORT,RESCUE GRP,2021-10-09 00:00:00,DOG,N,N,SMALL,SILVER,SCHNAUZER MIN,40210,235
N06,A641657,40291,STRAY,OTC,2023-08-07 00:00:00,STRAY,ADOPTION,WALK IN,2023-09-07 00:00:00,DOG,N,N,LARGE,WHITE / BROWN,PIT BULL / MIX,40291,236
412,A655030,40215,STRAY,FIELD,2022-03-21 00:00:00,VIOLATION,TRANSPORT,RESCUE GRP,2022-04-23 00:00:00,DOG,F,Y,MED,BLACK / WHITE,PIT BULL,40218,237
FOSTER,A688308,40215,STRAY,OTC,2021-01-20 00:00:00,STRAY,FOSTER,STRAY,2021-01-21 00:00:00,DOG,N,N,LARGE,WHITE,PIT BULL,40215,238
DW18,A688308,40215,FOSTER,RETURN,2021-01-27 00:00:00,FOSTER RET,ADOPTION,FOSTER,2021-01-27 00:00:00,DOG,N,N,LARGE,WHITE,PIT BULL,40215,239
INTAKE,A688472,40258,STRAY,OTC,2021-02-09 00:00:00,STRAY,TNR,CARETAKER,2021-02-10 00:00:00,CAT,S,N,MED,BLACK,DOMESTIC SH,40258,240
INTAKE,A688511,40212,STRAY,OTC,2021-02-22 00:00:00,STRAY,TNR,CARETAKER,2021-02-24 00:00:00,CAT,S,N,MED,BLK TABBY,DOMESTIC SH,40212,241
INTAKE,A688512,40212,STRAY,OTC,2021-02-22 00:00:00,STRAY,TNR,CARETAKER,2021-02-24 00:00:00,CAT,N,N,MED,GRAY / WHITE,DOMESTIC SH,40212,242
INTAKE,A688546,40272,STRAY,OTC,2021-02-24 00:00:00,STRAY,TNR,CARETAKER,2021-02-26 00:00:00,CAT,N,N,MED,BLACK / WHITE,DOMESTIC SH,40272,243
DW08,A688569,40245,FOSTER,RETURN,2021-02-02 00:00:00,FOSTER RET,ADOPTION,WALK IN,2021-02-02 00:00:00,DOG,N,N,SMALL,BLACK / BROWN,CHIHUAHUA SH,40222,244
LOST,A688658,,LOST,WEB,2021-01-26 00:00:00,,,,,DOG,,,MED,UNKNOWN,PARSON RUSS TER,40216,245
C127,A688787,40218,STRAY,OTC,2021-02-01 00:00:00,STRAY,RTO,IN KENNEL,2021-02-03 00:00:00,CAT,N,N,MED,BLACK / WHITE,DOMESTIC MH,40218,246
FREEZER,A688788,40299,OWNER SUR,EUTH REQ,2021-02-01 00:00:00,AGG ANIMAL,EUTH,REQUESTED,2021-02-01 00:00:00,DOG,N,N,MED,BROWN / WHITE,PIT BULL,40299,247
N14,A689049,40211,STRAY,FIELD,2021-02-09 00:00:00,STRAY,ADOPTION,WALK IN,2021-02-19 00:00:00,DOG,S,N,LARGE,BROWN / BLACK,GERM SHEPHERD,40218,248
K204B,A638205,40216,STRAY,OTC,2022-08-08 00:00:00,STRAY,RTO,IN KENNEL,2022-08-08 00:00:00,DOG,S,N,SMALL,BROWN / WHITE,BULLDOG,40216,249
606,A674727,40210,STRAY,FIELD,2021-06-04 00:00:00,STRAY,RTO,IN KENNEL,2021-06-15 00:00:00,DOG,M,Y,LARGE,BLUE / WHITE,PIT BULL,40218,250
C130,A690317,40220,STRAY,OTC,2021-03-20 00:00:00,STRAY,RTO,IN KENNEL,2021-03-21 00:00:00,CAT,S,N,SMALL,GRAY,DOMESTIC MH,40220,251
C122,A690326,40216,STRAY,FIELD,2021-03-21 00:00:00,STRAY,RTF,,2021-04-01 00:00:00,CAT,S,N,MED,WHITE / GRAY,DOMESTIC SH,40216,252
FREEZER,A690371,40206,STRAY,FIELD,2021-03-22 00:00:00,STRAY,EUTH,,2021-03-22 00:00:00,OTHER,U,Y,SMALL,BROWN,BAT,40206,253
N11,A690541,40216,STRAY,OTC,2021-03-26 00:00:00,STRAY,ADOPTION,PRV ADOPT,2021-04-02 00:00:00,DOG,S,N,LARGE,BR BRINDLE / WHITE,PIT BULL,40205,254
LOST,A690591,,LOST,WEB,2021-03-28 00:00:00,,,,,DOG,F,,SMALL,UNKNOWN,CHINESE CRESTED,40205,255
LOST,A690720,,LOST,WEB,2021-03-29 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,SHIH TZU,40272,256
N35,A690803,40203,FOSTER,RETURN,2021-04-15 00:00:00,LANDLORD,ADOPTION,WALK IN,2021-04-18 00:00:00,DOG,S,N,PUPPY,TAN / WHITE,PIT BULL / MIX,40206,257
FOLLOWUP,A658703,40118,STRAY,OTC,2021-11-03 00:00:00,STRAY,RTO,IN KENNEL,2021-11-05 00:00:00,DOG,N,N,LARGE,BROWN / BLACK,GERM SHEPHERD / ENG COONHOUND,40118,258
C123,A676809,40213,STRAY,OTC,2021-09-09 00:00:00,STRAY,SNR,,2021-10-20 00:00:00,CAT,N,N,SMALL,BRN TABBY,DOMESTIC LH,40213,259
C312,A676809,40213,STRAY,OTC,2021-06-21 00:00:00,STRAY,RTF,,2021-07-23 00:00:00,CAT,N,N,SMALL,BRN TABBY,DOMESTIC LH,40213,260
C112,A676809,40213,STRAY,OTC,2021-12-22 00:00:00,STRAY,RTF,,2022-01-15 00:00:00,CAT,N,N,SMALL,BRN TABBY,DOMESTIC LH,40213,261
C103,A676809,40213,STRAY,OTC,2023-04-11 00:00:00,STRAY,RTF,,2023-04-26 00:00:00,CAT,N,N,SMALL,BRN TABBY,DOMESTIC LH,40213,262
210,A677884,40207,FOSTER,RETURN,2023-06-22 00:00:00,FOSTER RET,ADOPTION,WALK IN,2023-06-22 00:00:00,DOG,N,N,LARGE,WHITE,AMER BULLDOG / MIX,40220,263
FREEZER,A692278,40220,DISPOSAL,OWNER,2021-05-10 00:00:00,DOA,DISPOSAL,BY OWNER,2021-05-10 00:00:00,CAT,N,N,SMALL,BLACK,DOMESTIC SH,40220,264
TNR/SNR,A692366,40228,STRAY,OTC,2021-05-12 00:00:00,STRAY,SNR,,2021-05-14 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40165,265
TNR/SNR,A692657,40118,STRAY,OTC,2021-05-19 00:00:00,STRAY,RTF,,2021-05-21 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40118,266
LOST,A692704,,LOST,WEB,2021-05-18 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,LABRADOR RETR,40211,267
C218,A692736,40118,STRAY,OTC,2021-05-21 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-05-22 00:00:00,CAT,S,N,KITTN,TORTIE / MUTED,DOMESTIC SH,40118,268
N06,A692760,40213,STRAY,OTC,2021-05-22 00:00:00,STRAY,ADOPTION,WALK IN,2021-06-20 00:00:00,DOG,N,N,MED,BROWN / WHITE,PIT BULL / MIX,40213,269
105,A692836,40211,STRAY,OTC,2021-05-24 00:00:00,STRAY,RTO,IN KENNEL,2021-05-25 00:00:00,DOG,N,N,MED,BR BRINDLE,PIT BULL / MIX,40214,270
TNR/SNR,A692933,40245,STRAY,OTC,2021-05-26 00:00:00,STRAY,SNR,,2021-06-01 00:00:00,CAT,N,N,LARGE,BLACK,DOMESTIC SH,40245,271
DW03,A693038,40216,STRAY,FIELD,2021-05-28 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-06-05 00:00:00,DOG,M,N,SMALL,TAN / BLACK,POMERANIAN,40218,272
N51,A693058,40216,STRAY,OTC,2021-05-29 00:00:00,STRAY,ADOPTION,WALK IN,2021-06-05 00:00:00,CAT,N,N,KITTN,GRAY TABBY,DOMESTIC SH,40216,273
N51,A693059,40216,STRAY,OTC,2021-05-29 00:00:00,STRAY,ADOPTION,WALK IN,2021-06-05 00:00:00,CAT,S,N,KITTN,CALICO,DOMESTIC SH,40216,274
FOUND,A693104,,FOUND,WEB,2021-05-30 00:00:00,,,,,DOG,F,,SMALL,WHITE / BROWN,CHIHUAHUA SH,40215,275
ID06,A567419,40291,STRAY,OTC,2021-09-30 00:00:00,STRAY,RTO,IN KENNEL,2021-10-01 00:00:00,DOG,N,N,MED,BLACK / WHITE,PIT BULL / MIX,40291,276
NP,A584749,40272,CONFISCATE,HOSPITAL,2022-05-11 00:00:00,STRAY,TRANSFER,KHS,2022-05-23 00:00:00,DOG,S,N,MED,CREAM,CHIHUAHUA SH / MIX,40218,277
FREEZER,A449409,40218,DISPOSAL,OWNER,2021-05-16 00:00:00,DOA,DISPOSAL,DEAD ARRIV,2021-05-16 00:00:00,DOG,S,N,PUPPY,BLACK / WHITE,LABRADOR RETR / MIX,40218,278
ACO UNIT,A460192,40215,STRAY,FIELD,2021-07-15 00:00:00,STRAY,SNR,,2021-07-15 00:00:00,CAT,N,N,MED,WHITE / BLACK,DOMESTIC SH,40215,279
N40,A460192,40215,STRAY,FIELD,2021-09-04 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-07 00:00:00,CAT,N,N,MED,WHITE / BLACK,DOMESTIC SH,40215,280
ACO UNIT,A619300,40222,STRAY,FIELD,2023-04-17 00:00:00,STRAY,RTO,IN FIELD,2023-04-17 00:00:00,DOG,N,N,LARGE,BROWN / TAN,BLOODHOUND / MIX,40218,281
